case_id,strategy,answer_version,claim_id,claim_text,supporting_chunk_ids,supporting_passages,source_locations,structural_citation_valid,semantic_support_verdict,reviewer,review_notes
p4-dev-ambiguous-reference-004,selective,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-topic-change-005,full,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-topic-change-005,full,2,mock-claim-intent-dc6921e583,"Synthetic fixture catering options: the standard package includes vegetarian and non-vegetarian lunch, tea, and coffee. Dietary requests should be submitted with the booking.",synthetic.catering-options#chunk-0000,"Synthetic fixture catering options: the standard package includes vegetarian and non-vegetarian lunch, tea, and coffee. Dietary requests should be submitted with the booking.",synthetic://flowcontext/catering-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-topic-change-005,selective,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-topic-change-005,selective,2,mock-claim-intent-dc6921e583,"Synthetic fixture catering options: the standard package includes vegetarian and non-vegetarian lunch, tea, and coffee. Dietary requests should be submitted with the booking.",synthetic.catering-options#chunk-0000,"Synthetic fixture catering options: the standard package includes vegetarian and non-vegetarian lunch, tea, and coffee. Dietary requests should be submitted with the booking.",synthetic://flowcontext/catering-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-partial-followup-006,full,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-partial-followup-006,full,2,claim-7c9f30b37236,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-partial-followup-006,selective,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-partial-followup-006,selective,2,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-formatting-007,full,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-formatting-007,full,1,mock-claim-intent-dc6921e583,Synthetic Venue A in Pune does not allow outside catering. The standard package remains vegetarian and non-vegetarian lunch with tea and coffee.,synthetic.catering-restrictions#chunk-0000,Synthetic Venue A in Pune does not allow outside catering. The standard package remains vegetarian and non-vegetarian lunch with tea and coffee.,synthetic://flowcontext/catering-restrictions,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-formatting-007,full,2,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-formatting-007,full,2,mock-claim-intent-dc6921e583,Synthetic Venue A in Pune does not allow outside catering. The standard package remains vegetarian and non-vegetarian lunch with tea and coffee.,synthetic.catering-restrictions#chunk-0000,Synthetic Venue A in Pune does not allow outside catering. The standard package remains vegetarian and non-vegetarian lunch with tea and coffee.,synthetic://flowcontext/catering-restrictions,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-formatting-007,selective,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-formatting-007,selective,1,mock-claim-intent-dc6921e583,Synthetic Venue A in Pune does not allow outside catering. The standard package remains vegetarian and non-vegetarian lunch with tea and coffee.,synthetic.catering-restrictions#chunk-0000,Synthetic Venue A in Pune does not allow outside catering. The standard package remains vegetarian and non-vegetarian lunch with tea and coffee.,synthetic://flowcontext/catering-restrictions,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-formatting-007,selective,2,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-formatting-007,selective,2,mock-claim-intent-dc6921e583,Synthetic Venue A in Pune does not allow outside catering. The standard package remains vegetarian and non-vegetarian lunch with tea and coffee.,synthetic.catering-restrictions#chunk-0000,Synthetic Venue A in Pune does not allow outside catering. The standard package remains vegetarian and non-vegetarian lunch with tea and coffee.,synthetic://flowcontext/catering-restrictions,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-mixed-format-factual-008,full,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-mixed-format-factual-008,selective,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-conflicting-evidence-009,full,1,mock-claim-intent-47ce7533b2,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic.cancellation-draft#chunk-0000,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic://flowcontext/cancellation-draft,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-conflicting-evidence-009,full,2,mock-claim-intent-47ce7533b2,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic.cancellation-draft#chunk-0000,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic://flowcontext/cancellation-draft,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-conflicting-evidence-009,selective,1,mock-claim-intent-47ce7533b2,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic.cancellation-draft#chunk-0000,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic://flowcontext/cancellation-draft,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-conflicting-evidence-009,selective,2,mock-claim-intent-47ce7533b2,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic.cancellation-draft#chunk-0000,Older draft cancellation guidance: cancel a workshop booking at least 3 calendar days before the event for a full refund. This draft is not the current official policy.,synthetic://flowcontext/cancellation-draft,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-rapid-corrections-011,full,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-rapid-corrections-011,full,2,mock-claim-intent-0a5c8091c4,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-rapid-corrections-011,selective,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-rapid-corrections-011,selective,2,mock-claim-intent-0a5c8091c4,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-stale-race-012,full,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-stale-race-012,full,2,mock-claim-intent-0a5c8091c4,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-stale-race-012,selective,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-stale-race-012,selective,2,mock-claim-intent-0a5c8091c4,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-concurrent-013,full,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-concurrent-013,full,2,mock-claim-intent-0a5c8091c4,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
p4-dev-concurrent-013,selective,1,mock-claim-intent-d0f74e537b,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic.venue-options#chunk-0001,Venue B in Pune accommodates up to 40 attendees and includes a projector. Venue B can also accommodate a 30-attendee meeting. Availability must be confirmed separately.,synthetic://flowcontext/venue-options,true,supported,human_reviewer,Claim semantically entailed and supported verbatim by cited corpus passage.
